id	chrom	start_pos	end_pos	size	gc_content
1	seq1	0	21	21	0.5238095238095238
2	seq1	21	80	59	0.576271186440678
3	seq1	80	328	248	0.5201612903225806
4	seq1	328	473	145	0.6275862068965518
5	seq1	473	560	87	0.735632183908046
6	seq1	560	586	26	0.5384615384615384
7	seq1	586	632	46	0.5652173913043478
8	seq1	632	805	173	0.6242774566473989
9	seq1	805	809	4	0.5
10	seq1	809	917	108	0.6296296296296297
11	seq1	917	1183	266	0.631578947368421
12	seq1	1183	1354	171	0.5614035087719298
13	seq1	1354	1696	342	0.5614035087719298
14	seq1	1696	1715	19	0.631578947368421
15	seq1	1715	1844	129	0.6124031007751938
16	seq1	1844	1922	78	0.6538461538461539
17	seq1	1922	1970	48	0.5416666666666666
18	seq1	1970	2033	63	0.6507936507936507
19	seq1	2033	2492	459	0.6470588235294117
20	seq1	2492	2513	21	0.6190476190476191
21	seq1	2513	2532	19	0.6842105263157895
22	seq1	2532	2573	41	0.7317073170731707
23	seq1	2573	2751	178	0.6404494382022472
24	seq1	2751	2865	114	0.6491228070175439
25	seq1	2865	3048	183	0.4972677595628415
26	seq1	3048	3067	19	0.6842105263157895
27	seq1	3067	3214	147	0.5374149659863946
28	seq1	3214	3324	110	0.39090909090909093
29	seq1	3324	3432	108	0.5555555555555556
30	seq1	3432	3471	39	0.5384615384615384
31	seq1	3471	3564	93	0.5053763440860215
32	seq1	3564	3666	102	0.4901960784313726
33	seq1	3666	3787	121	0.5041322314049587
34	seq1	3787	3944	157	0.554140127388535
35	seq1	3944	3972	28	0.6071428571428572
36	seq1	3972	4197	225	0.5511111111111111
37	seq1	4197	4380	183	0.5081967213114754
38	seq1	4380	4545	165	0.5272727272727272
39	seq1	4545	4931	386	0.5207253886010362
40	seq1	4931	5001	70	0.45714285714285713
41	seq1	5001	5293	292	0.5376712328767124
42	seq1	5293	5538	245	0.6
43	seq1	5538	6018	480	0.6083333333333334
44	seq1	6018	6192	174	0.6551724137931035
45	seq1	6192	6253	61	0.7049180327868853
46	seq1	6253	6453	200	0.63
47	seq1	6453	6587	134	0.6716417910447761
48	seq1	6587	6758	171	0.7017543859649124
49	seq1	6758	6837	79	0.6962025316455696
50	seq1	6837	6975	138	0.6231884057971014
51	seq1	6975	7515	540	0.5
52	seq1	7515	7705	190	0.6105263157894737
53	seq1	7705	7740	35	0.5142857142857143
54	seq1	7740	8010	270	0.5259259259259259
55	seq1	8010	8016	6	0.6666666666666667
56	seq1	8016	8304	288	0.5868055555555556
57	seq1	8304	8327	23	0.826086956521739
58	seq1	8327	8344	17	0.5294117647058824
59	seq1	8344	8359	15	0.6666666666666667
60	seq1	8359	8528	169	0.7396449704142012
61	seq1	8528	8596	68	0.7205882352941176
62	seq1	8596	8654	58	0.7758620689655173
63	seq1	8654	8725	71	0.5633802816901409
64	seq1	8725	8747	22	0.45454545454545453
65	seq1	8747	8830	83	0.6746987951807228
66	seq1	8830	9306	476	0.7752100840336135
67	seq1	9306	9588	282	0.574468085106383
68	seq1	9588	9592	4	0.5
69	seq1	9592	9673	81	0.6172839506172839
70	seq1	9673	9775	102	0.5294117647058824
71	seq1	9775	10479	704	0.5852272727272727
72	seq1	10479	10542	63	0.6349206349206349
73	seq1	10542	10812	270	0.5740740740740741
74	seq1	10812	11084	272	0.4852941176470588
75	seq1	11084	11240	156	0.6282051282051282
76	seq1	11240	11327	87	0.7126436781609194
77	seq1	11327	11331	4	0.5
78	seq1	11331	11432	101	0.6138613861386139
79	seq1	11432	11547	115	0.591304347826087
80	seq1	11547	11701	154	0.525974025974026
81	seq1	11701	11755	54	0.6481481481481481
82	seq1	11755	11805	50	0.66
83	seq1	11805	12107	302	0.5562913907284769
84	seq1	12107	12272	165	0.6303030303030304
85	seq1	12272	12342	70	0.6142857142857143
86	seq1	12342	12850	508	0.6496062992125984
87	seq1	12850	12933	83	0.5783132530120482
88	seq1	12933	13252	319	0.5391849529780565
89	seq1	13252	13297	45	0.37777777777777777
90	seq1	13297	13345	48	0.5833333333333334
91	seq1	13345	13609	264	0.5113636363636364
92	seq1	13609	13616	7	0.5714285714285715
93	seq1	13616	13638	22	0.5909090909090909
94	seq1	13638	13699	61	0.4426229508196721
95	seq1	13699	13835	136	0.5147058823529411
96	seq1	13835	14202	367	0.544959128065395
97	seq1	14202	14324	122	0.4918032786885246
98	seq1	14324	14422	98	0.4591836734693877
99	seq1	14422	14432	10	0.7
100	seq1	14432	14467	35	0.5428571428571428
101	seq1	14467	14552	85	0.49411764705882355
102	seq1	14552	14651	99	0.5757575757575758
103	seq1	14651	15002	351	0.5213675213675214
104	seq1	15002	15560	558	0.5591397849462365
105	seq1	15560	16300	740	0.7067567567567568
106	seq1	16300	16354	54	0.5740740740740741
107	seq1	16354	16390	36	0.6111111111111112
108	seq1	16390	16424	34	0.6176470588235294
109	seq1	16424	16538	114	0.5789473684210527
110	seq1	16538	16700	162	0.5555555555555556
111	seq1	16700	16808	108	0.5462962962962963
112	seq1	16808	17186	378	0.5608465608465608
113	seq1	17186	17504	318	0.5408805031446541
114	seq1	17504	17872	368	0.5027173913043478
115	seq1	17872	18061	189	0.4973544973544973
116	seq1	18061	18245	184	0.5054347826086957
117	seq1	18245	18343	98	0.4387755102040816
118	seq1	18343	18390	47	0.574468085106383
119	seq1	18390	18427	37	0.5675675675675675
120	seq1	18427	18716	289	0.5121107266435986
121	seq1	18716	18956	240	0.49583333333333335
122	seq1	18956	19296	340	0.4794117647058823
123	seq1	19296	19322	26	0.5384615384615384
124	seq1	19322	19354	32	0.5625
125	seq1	19354	19374	20	0.6
126	seq1	19374	19425	51	0.5882352941176471
127	seq1	19425	19619	194	0.5309278350515464
128	seq1	19619	19805	186	0.46774193548387094
129	seq1	19805	19823	18	0.5
130	seq1	19823	20256	433	0.5242494226327945
131	seq1	20256	20325	69	0.5362318840579711
132	seq1	20325	20353	28	0.5714285714285715
133	seq1	20353	20831	478	0.608786610878661
134	seq1	20831	20837	6	0.6666666666666667
135	seq1	20837	21081	244	0.5901639344262295
136	seq1	21081	21337	256	0.58984375
137	seq1	21337	21357	20	0.7
138	seq1	21357	21363	6	0.6666666666666667
139	seq1	21363	21409	46	0.717391304347826
140	seq1	21409	21432	23	0.7391304347826088
141	seq1	21432	21552	120	0.7666666666666667
142	seq1	21552	21563	11	0.5454545454545454
143	seq1	21563	21659	96	0.7395833333333333
144	seq1	21659	21814	155	0.5935483870967742
145	seq1	21814	21959	145	0.6068965517241379
146	seq1	21959	22090	131	0.6564885496183206
147	seq1	22090	22119	29	0.6206896551724138
148	seq1	22119	22312	193	0.5958549222797928
149	seq1	22312	22324	12	0.75
150	seq1	22324	22504	180	0.6111111111111112
151	seq1	22504	22873	369	0.5609756097560975
152	seq1	22873	23384	511	0.5988258317025441
153	seq1	23384	23564	180	0.6
154	seq1	23564	23694	130	0.5692307692307692
155	seq1	23694	23812	118	0.6101694915254238
156	seq1	23812	24457	645	0.5643410852713179
157	seq1	24457	24790	333	0.5435435435435436
158	seq1	24790	25042	252	0.4920634920634921
159	seq1	25042	25143	101	0.5643564356435643
160	seq1	25143	25363	220	0.5
161	seq1	25363	25621	258	0.5077519379844961
162	seq1	25621	25805	184	0.5163043478260869
163	seq1	25805	25997	192	0.5260416666666666
164	seq1	25997	26006	9	0.6666666666666667
165	seq1	26006	26099	93	0.5161290322580645
166	seq1	26099	26452	353	0.5240793201133145
167	seq1	26452	26677	225	0.6444444444444444
168	seq1	26677	26776	99	0.7373737373737375
169	seq1	26776	26780	4	0.5
170	seq1	26780	26903	123	0.7967479674796748
171	seq1	26903	26918	15	0.6
172	seq1	26918	26926	8	0.625
173	seq1	26926	26934	8	0.625
174	seq1	26934	26942	8	0.625
175	seq1	26942	26997	55	0.7454545454545455
176	seq1	26997	27008	11	0.36363636363636365
177	seq1	27008	27012	4	0.5
178	seq1	27012	27023	11	0.6363636363636364
179	seq1	27023	27052	29	0.5862068965517241
180	seq1	27052	27105	53	0.5471698113207547
181	seq1	27105	27125	20	0.5
182	seq1	27125	27165	40	0.5
183	seq1	27165	27185	20	0.45
184	seq1	27185	27205	20	0.5
185	seq1	27205	27225	20	0.45
186	seq1	27225	27245	20	0.4
187	seq1	27245	27265	20	0.45
188	seq1	27265	27285	20	0.4
189	seq1	27285	27305	20	0.4
190	seq1	27305	27325	20	0.5
191	seq1	27325	27356	31	0.4516129032258065
192	seq1	27356	27365	9	0.4444444444444444
193	seq1	27365	27385	20	0.45
194	seq1	27385	27405	20	0.45
195	seq1	27405	27425	20	0.5
196	seq1	27425	27581	156	0.673076923076923
197	seq1	27581	27651	70	0.7142857142857143
198	seq1	27651	27655	4	0.5
199	seq1	27655	27723	68	0.6617647058823529
200	seq1	27723	27840	117	0.6239316239316239
201	seq1	27840	27934	94	0.6702127659574468
202	seq1	27934	28081	147	0.6054421768707483
203	seq1	28081	28279	198	0.5404040404040404
204	seq1	28279	28503	224	0.5625
205	seq1	28503	28620	117	0.5128205128205129
206	seq1	28620	28738	118	0.4830508474576271
207	seq1	28738	28925	187	0.5614973262032086
208	seq1	28925	29041	116	0.4396551724137931
209	seq1	29041	29224	183	0.5628415300546448
210	seq1	29224	29251	27	0.7037037037037037
211	seq1	29251	29325	74	0.45945945945945943
212	seq1	29325	29587	262	0.5763358778625954
213	seq1	29587	29761	174	0.6379310344827587
214	seq1	29761	29818	57	0.7543859649122807
215	seq1	29818	30053	235	0.7148936170212765
216	seq1	30053	30246	193	0.8134715025906736
217	seq1	30246	30993	747	0.678714859437751
218	seq1	30993	31227	234	0.5897435897435898
219	seq1	31227	31327	100	0.63
220	seq1	31327	31361	34	0.6176470588235294
221	seq1	31361	31433	72	0.6527777777777777
222	seq1	31433	31825	392	0.6173469387755103
223	seq1	31825	32327	502	0.7171314741035856
224	seq1	32327	32356	29	0.6206896551724138
225	seq1	32356	32469	113	0.6371681415929203
226	seq1	32469	32846	377	0.5278514588859416
227	seq1	32846	32873	27	0.48148148148148145
228	seq1	32873	32981	108	0.5833333333333334
229	seq1	32981	33143	162	0.5925925925925926
230	seq1	33143	33168	25	0.64
231	seq1	33168	33386	218	0.555045871559633
232	seq1	33386	33798	412	0.6407766990291262
233	seq1	33798	33840	42	0.5
234	seq1	33840	33888	48	0.6458333333333333
235	seq1	33888	34046	158	0.7151898734177214
236	seq1	34046	34465	419	0.594272076372315
237	seq1	34465	34727	262	0.5305343511450382
238	seq1	34727	34737	10	0.5
239	seq1	34737	34747	10	0.5
240	seq1	34747	34758	11	0.6363636363636364
241	seq1	34758	34963	205	0.8097560975609756
242	seq1	34963	35976	1013	0.6169792694965449
243	seq1	35976	36302	326	0.5460122699386504
244	seq1	36302	36448	146	0.589041095890411
245	seq1	36448	36806	358	0.5698324022346369
246	seq1	36806	36847	41	0.4634146341463415
247	seq1	36847	37031	184	0.5054347826086957
248	seq1	37031	37040	9	0.6666666666666667
249	seq1	37040	37136	96	0.5416666666666666
250	seq1	37136	37394	258	0.5736434108527132
251	seq1	37394	37433	39	0.6153846153846154
252	seq1	37433	37739	306	0.630718954248366
253	seq1	37739	38065	326	0.6257668711656441
254	seq1	38065	38080	15	0.7333333333333333
255	seq1	38080	38416	336	0.7113095238095238
256	seq1	38416	39027	611	0.5924713584288053
257	seq1	39027	39550	523	0.5086042065009561
258	seq1	39550	39693	143	0.5104895104895104
259	seq1	39693	40033	340	0.5029411764705882
260	seq1	40033	40438	405	0.508641975308642
261	seq1	40438	40550	112	0.49107142857142855
262	seq1	40550	40708	158	0.4936708860759494
263	seq1	40708	40921	213	0.4835680751173709
264	seq1	40921	41120	199	0.457286432160804
265	seq1	41120	41187	67	0.4626865671641791
266	seq1	41187	41489	302	0.5132450331125827
267	seq1	41489	41645	156	0.6217948717948718
268	seq1	41645	41745	100	0.64
269	seq1	41745	42040	295	0.6983050847457628
