id	chrom	start_pos	end_pos	size	gc_content
1	chr	0	1000	1000	0.5425328046409897
2	chr	1000	2000	1000	0.27221435610460004
3	chr	2000	3000	1000	0.27147894770909564
4	chr	3000	4000	1000	0.22716303176196112
5	chr	4000	5000	1000	0.2694269915636202
6	chr	5000	6000	1000	0.20321085081984813
7	chr	6000	7000	1000	0.21108371711564614
8	chr	7000	8000	1000	0.19500726091984605
9	chr	8000	9000	1000	0.2688453762599354
10	chr	9000	10000	1000	0.26184187282820476
11	chr	10000	11000	1000	0.26221963987736224
12	chr	11000	12000	1000	0.20855614973262032
13	chr	12000	13000	1000	0.200091002923153
14	chr	13000	14000	1000	0.21129839060461073
15	chr	14000	15000	1000	0.19814804479101333
16	chr	15000	16000	1000	0.20452628745893367
17	chr	16000	17000	1000	0.2242543251352432
18	chr	17000	18000	1000	0.2891079508726568
19	chr	18000	19000	1000	0.15581482755082804
20	chr	19000	20000	1000	0.19078354754959678
21	chr	20000	21000	1000	0.1670934353310647
22	chr	21000	22000	1000	0.18753478008476313
23	chr	22000	23000	1000	0.24996034339547937
24	chr	23000	24000	1000	0.2206076649374
25	chr	24000	25000	1000	0.21385154654684282
26	chr	25000	26000	1000	0.1876282258490958
27	chr	26000	27000	1000	0.25304136253041365
28	chr	27000	28000	1000	0.2670262475802642
29	chr	28000	29000	1000	0.1954650226301476
30	chr	29000	30000	1000	0.2737398162234595
31	chr	30000	31000	1000	0.26416091346650894
32	chr	31000	32000	1000	0.23594566828285568
33	chr	32000	33000	1000	0.24884896015997135
34	chr	33000	34000	1000	0.2315721208154947
35	chr	34000	35000	1000	0.27151311045355425
36	chr	35000	36000	1000	0.2558352867281657
37	chr	36000	37000	1000	0.2782321698545745
38	chr	37000	38000	1000	0.227462211130807
39	chr	38000	39000	1000	0.21041294326082216
40	chr	39000	40000	1000	0.2636734364816391
41	chr	40000	41000	1000	0.2862443347612839
42	chr	41000	42000	1000	
43	chr	42000	43000	1000	0.21636103077677524
44	chr	43000	44000	1000	0.2547408860298097
45	chr	44000	45000	1000	0.23294680679478094
46	chr	45000	46000	1000	0.2518927510770904
47	chr	46000	47000	1000	0.22239637756879135
48	chr	47000	48000	1000	0.26561516631595206
49	chr	48000	49000	1000	0.18274613704109197
50	chr	49000	50000	1000	0.16462809774025555
51	chr	50000	51000	1000	0.21401199167440707
52	chr	51000	52000	1000	0.22775670151067562
53	chr	52000	53000	1000	0.16430855269575753
54	chr	53000	54000	1000	0.22706330003146682
55	chr	54000	55000	1000	0.19742078113485628
56	chr	55000	56000	1000	0.22180965890046858
57	chr	56000	57000	1000	0.18326059883688442
58	chr	57000	58000	1000	0.21617019355341902
59	chr	58000	59000	1000	0.2554133475154669
60	chr	59000	60000	1000	0.2720406201469584
61	chr	60000	61000	1000	0.28421089829808316
62	chr	61000	62000	1000	0.24612844825008612
63	chr	62000	63000	1000	0.2402405065614519
64	chr	63000	64000	1000	0.30981761991816836
65	chr	64000	65000	1000	0.20072931234224836
66	chr	65000	66000	1000	0.17360792343317555
67	chr	66000	67000	1000	0.28619627824178007
68	chr	67000	68000	1000	0.30450236966824645
69	chr	68000	69000	1000	0.269507993593037
70	chr	69000	70000	1000	0.2620567480380518
71	chr	70000	71000	1000	0.2403299244704987
72	chr	71000	72000	1000	0.2779951158832464
73	chr	72000	73000	1000	0.26312807120570486
74	chr	73000	74000	1000	0.27844211563827165
75	chr	74000	75000	1000	0.28842471006437004
76	chr	75000	76000	1000	0.25741357931057934
77	chr	76000	77000	1000	0.34614324784721895
78	chr	77000	78000	1000	0.2953848940147638
79	chr	78000	79000	1000	0.20186606061420923
80	chr	79000	80000	1000	0.2617124394184168
81	chr	80000	81000	1000	0.2825596783223902
82	chr	81000	82000	1000	0.2365478971700246
83	chr	82000	83000	1000	0.27689878242947935
84	chr	83000	84000	1000	0.23096968543886354
85	chr	84000	85000	1000	0.20266405779650815
86	chr	85000	86000	1000	0.22363888645138646
87	chr	86000	87000	1000	0.27787104115731714
88	chr	87000	88000	1000	0.2571091149607774
89	chr	88000	89000	1000	0.20436994400900785
90	chr	89000	90000	1000	0.18965837615337203
91	chr	90000	91000	1000	0.203125
92	chr	91000	92000	1000	0.21735457593436883
93	chr	92000	93000	1000	0.219517153650488
94	chr	93000	94000	1000	0.2762965918096315
95	chr	94000	95000	1000	0.2551756379558115
96	chr	95000	96000	1000	0.2652115319668511
97	chr	96000	97000	1000	0.2128146364238379
98	chr	97000	98000	1000	0.26537041239163117
99	chr	98000	99000	1000	0.2850929369555658
100	chr	99000	100000	1000	0.2866666666666667
101	chr	100000	101000	1000	0.3286766448605466
102	chr	101000	102000	1000	0.24300866900470652
103	chr	102000	103000	1000	0.30831775751130586
104	chr	103000	104000	1000	0.28321167134250363
105	chr	104000	105000	1000	0.2961822660098522
106	chr	105000	106000	1000	0.3032282978066111
107	chr	106000	107000	1000	0.2621495180104772
